date,open,high,low,close,volume
8/22/14,199.34,199.69,198.74,199.19,76.107M
8/21/14,199.09,199.76,198.93,199.5,67.791M
8/20/14,198.12,199.16,198.08,198.92,72.763M
8/19/14,197.84,198.54,197.4426,198.39,59.135M
8/18/14,196.8,197.45,196.69,197.36,75.424M
8/15/14,196.47,196.65,194.31,195.72,139.951M
8/14/14,195.16,195.76,194.98,195.76,57.371M
8/13/14,194.29,195.06,193.96,194.84,69.047M
8/12/14,193.61,194.15,192.94,193.53,73.632M
8/11/14,193.965,194.66,193.71,193.795,74.544M
8/8/14,191.46,193.37,190.95,193.24,117.014M
8/7/14,192.935,193.13,190.55,191.03,135.733M
8/6/14,191.11,192.89,191.08,192.07,94.818M
8/5/14,193.1,193.6,191.31,192.01,152.69M
8/4/14,192.87,194.3,192.05,193.89,91.34M
8/1/14,192.56,193.76,191.57,192.5,189.261M
7/31/14,195.61,195.78,192.97,193.09,183.479M
7/30/14,197.65,197.91,196.16,196.98,104.222M
7/29/14,198.17,198.45,196.92,196.95,80.466M
7/28/14,197.76,198.09,196.62,197.8,69.259M
7/25/14,198.09,198.26,197.33,197.72,76.837M
7/24/14,198.83,199.06,198.45,198.65,56.888M
7/23/14,198.495,198.85,198.1,198.64,65.612M
7/22/14,198.01,198.56,197.87,198.2,67.678M
7/21/14,197.09,197.5,196.43,197.34,67.592M
7/18/14,196.35,197.91,196.24,197.7099,124.33M
7/17/14,197.35,198.1,195.43,195.71,145.398M
7/16/14,198.11,198.26,197.42,197.96,80.073M
7/15/14,197.72,198.1,196.36,197.23,111.346M
7/14/14,197.61,197.86,197.44,197.6,58.658M
7/11/14,196.22,196.75,195.78,196.61,64.243M
7/10/14,195.22,196.86,195.06,196.34,99.04M
7/9/14,196.73,197.295,196.31,197.12,72.992M
7/8/14,197.15,197.22,195.76,196.24,108.143M
7/7/14,197.82,197.98,197.22,197.51,61.696M
7/3/14,197.79,198.29,197.64,198.2,52.939M
7/2/14,197.05,197.48,196.96,197.23,52.475M
7/1/14,196.19,197.63,196.13,197.03,90.47M
6/30/14,195.7,196.165,195.53,195.72,70.504M
6/27/14,194.98,195.88,194.885,195.82,71.454M
6/26/14,195.61,195.63,194.13,195.44,84.312M
6/25/14,194.25,195.781,194.25,195.58,82.782M
6/24/14,195.53,196.5,194.48,194.7,96.237M
6/23/14,195.97,196.05,195.52,195.88,70.611M
6/20/14,196.03,196.1039,195.7,195.94,100.587M
6/19/14,196.43,196.6,195.8,196.48,85.929M
6/18/14,194.83,196.37,194.4,196.255,105.267M
6/17/14,194.02,194.97,193.81,194.83,84.834M
6/16/14,193.89,194.7,193.66,194.29,87.424M
6/13/14,193.9,194.32,193.3,194.13,82.017M
6/12/14,194.65,194.8,193.11,193.54,106.35M
6/11/14,194.9,195.12,194.48,194.92,68.772M
6/10/14,195.33,195.64,194.92,195.6,57.129M
6/9/14,195.35,196.05,195.17,195.58,65.119M
6/6/14,194.87,195.43,194.78,195.375,78.696M
6/5/14,193.41,194.65,192.7,194.45,92.103M
6/4/14,192.47,193.3,192.265,193.19,55.529M
6/3/14,192.4,192.9,192.25,192.8,65.047M
6/2/14,192.95,192.99,191.97,192.895,64.656M
5/30/14,192.19,192.8,192.03,192.68,76.316M
5/29/14,191.82,192.4,191.33,192.37,64.377M
5/28/14,191.52,191.82,191.06,191.38,66.723M
5/27/14,191.05,191.58,190.95,191.52,72.01M
5/23/14,189.75,190.48,189.5858,190.35,60.156M
5/22/14,189.18,189.98,188.86,189.59,61.549M
5/21/14,188.1,189.22,188.06,189.13,89.093M
5/20/14,188.645,188.67,187.07,187.55,111.644M
5/19/14,187.69,188.89,187.52,188.74,63.839M
5/16/14,187.51,188.13,186.72,188.05,97.458M
5/15/14,188.67,188.72,186.48,187.4,154.956M
5/14/14,189.79,189.88,188.79,189.06,72.367M
5/13/14,190.03,190.42,189.77,189.96,66.454M
5/12/14,188.76,189.88,188.75,189.785,86.94M
5/9/14,187.69,188.04,186.83,187.96,83.679M
5/8/14,187.67,189.05,187.08,187.675,93.618M
5/7/14,187.43,187.97,186.01,187.88,106.5M
5/6/14,188,188.13,186.74,186.78,85.454M
5/5/14,187.14,188.55,186.62,188.42,75.883M
5/2/14,188.31,189.14,187.78,188.06,98.122M
5/1/14,188.22,188.84,187.73,188.325,93.019M
4/30/14,187.44,188.5,187.18,188.31,101.508M
4/29/14,187.48,188.04,187.08,187.75,84.098M
4/28/14,187.05,187.69,184.96,186.875,135.121M
4/25/14,187.21,187.33,185.87,186.29,100.38M
4/24/14,188.37,188.39,186.93,187.83,88.17M
4/23/14,187.81,187.92,187.3,187.45,73.869M
4/22/14,187.23,188.4,187.13,187.89,85.79M
4/21/14,186.44,187.1,186.21,187.04,68.329M
4/17/14,185.88,186.91,185.56,186.39,105.255M
4/16/14,185.47,186.14,184.65,186.125,105.197M
4/15/14,183.32,184.33,181.51,184.2,157.093M
4/14/14,182.93,183.37,181.44,182.9401,132.382M
4/11/14,182.17,183.42,181.31,181.51,167.251M
4/10/14,187.09,187.17,182.93,183.155,172.959M
4/9/14,185.6,187.15,185.06,187.09,100.254M
4/8/14,184.21,185.4,183.59,185.1,112.66M
4/7/14,185.9,186.26,183.96,184.34,140.803M
4/4/14,189.64,189.7,186.1,186.4,169.381M
4/3/14,189.17,189.22,188.05,188.63,77.435M
4/2/14,188.5,189.13,188.14,188.88,78.774M
4/1/14,187.62,188.36,187.0015,188.25,89.193M
3/31/14,186.65,187.3,185.5216,187.01,99.745M
3/28/14,185.105,186.42,185,185.49,101.642M
3/27/14,184.77,185.34,183.9,184.58,142.383M
3/26/14,187.03,187.34,184.92,184.97,119.843M
3/25/14,186.37,186.94,185.27,186.31,103.852M
3/24/14,186.82,187.07,184.62,185.43,121.411M
3/21/14,187.72,189.0239,186.03,186.2,163.128M
3/20/14,186.25,187.89,185.92,187.747,117.241M
3/19/14,187.7,187.94,185.47,186.66,176.267M
3/18/14,186.71,187.91,186.51,187.66,101.805M
3/17/14,185.59,186.77,185.51,186.33,98.359M
3/14/14,184.8,185.8,184.44,184.66,153.92M
3/13/14,187.84,187.99,184.66,185.18,155.014M
3/12/14,186.32,187.35,185.9,187.28,104.824M
3/11/14,188.44,188.71,186.8,187.23,99.009M
3/10/14,187.94,188.23,187.08,188.16,74.939M
3/7/14,188.87,188.96,187.43,188.26,114.513M
3/6/14,188.21,188.61,187.7796,188.18,82.516M
3/5/14,187.72,188.07,187.45,187.75,88.377M
3/4/14,186.75,187.98,186.75,187.58,167.546M
3/3/14,184.69,185.45,183.75,184.98,167.748M
2/28/14,185.79,187.15,185.05,186.29,150.842M
2/27/14,184.59,185.87,184.37,185.82,93.881M
2/26/14,185.11,185.6,184.33,184.85,98.677M
2/25/14,185.03,185.59,184.23,184.84,117.085M
2/24/14,184.28,186.15,184.2,184.91,114.064M
2/21/14,184.49,184.89,183.8,183.89,118.116M
2/20/14,183.27,184.52,182.6,184.1,104.998M
2/19/14,183.76,184.95,182.87,183.02,126.524M
2/18/14,184.19,184.49,183.65,184.24,80.461M
2/14/14,182.84,184.36,182.67,184.02,96.498M
2/13/14,180.84,183.2,180.83,183.01,100.542M
2/12/14,182.22,182.83,181.705,182.07,94.718M
2/11/14,180.16,182.439,180.0389,181.98,117.814M
2/10/14,179.7,180.07,179.21,180.01,92.219M
2/7/14,178.31,179.87,177.73,179.68,170.787M
2/6/14,175.58,177.48,175.2209,177.48,132.878M
2/5/14,174.79,175.56,173.71,175.17,164.23M
2/4/14,174.95,175.84,174.1055,175.385,165.012M
2/3/14,177.95,178.37,173.83,174.17,254.837M
1/31/14,177.02,179.29,176.92,178.18,194.678M
1/30/14,178.86,179.81,178.26,179.23,118.938M
1/29/14,177.56,178.55,176.88,177.35,216.597M
1/28/14,178.14,179.3,178.12,179.07,110.463M
1/27/14,179.06,179.52,177.12,178.01,180.843M
1/24/14,181.6,181.66,178.83,178.89,208.677M
1/23/14,183.36,183.4,181.82,182.79,132.497M
1/22/14,184.49,184.57,183.91,184.3,61.271M
1/21/14,184.7,184.77,183.05,184.18,88.621M
1/17/14,184.1,184.45,183.32,183.635,107.849M
1/16/14,184.28,184.6618,183.83,184.42,72.291M
1/15/14,184.1,184.94,183.7102,184.66,98.526M
1/14/14,182.28,183.77,181.95,183.67,105.016M
1/13/14,183.71,184.18,181.34,181.685,149.892M
1/10/14,183.95,184.22,183.01,184.14,102.026M
1/9/14,184.1,184.13,182.795,183.64,90.683M
1/8/14,183.45,183.83,182.89,183.52,96.582M
1/7/14,183.09,183.79,182.95,183.48,86.144M
1/6/14,183.47,183.56,182.08,182.36,108.028M
1/3/14,183.21,183.6,182.63,182.885,81.391M
1/2/14,183.98,184.07,182.48,182.92,119.637M
12/31/13,184.07,184.69,183.93,184.69,86.248M
12/30/13,183.87,184.02,183.58,183.82,56.857M
12/27/13,184.1,184.18,183.66,183.845,61.814M
12/26/13,183.34,183.96,183.32,183.855,63.365M
12/24/13,182.54,183.01,182.53,182.93,45.369M
12/23/13,182.41,182.64,182.065,182.53,85.598M
12/20/13,180.67,181.99,180.5683,181.56,197.087M
12/19/13,181.19,181.7,180.71,181.49,136.299M
12/18/13,178.92,181.73,177.32,181.7,234.906M
12/17/13,179.36,179.41,178.25,178.65,89.886M
12/16/13,178.95,179.81,178.9,179.216,96.195M
12/13/13,178.5,178.66,177.77,178.11,107.808M
12/12/13,178.64,178.86,177.76,178.13,115.565M
12/11/13,180.81,180.85,178.5,178.72,130.591M
12/10/13,180.98,181.36,180.635,180.75,80.976M
12/9/13,181.47,181.67,181.16,181.4,70.124M
12/6/13,180.67,181.11,180.15,180.94,127.728M
12/5/13,179.41,179.74,178.7701,178.94,106.934M
12/4/13,179.1,180.48,178.35,179.73,123.033M
12/3/13,179.94,180.39,179.17,179.75,116.563M
12/2/13,181.09,181.43,180.25,180.53,99.726M
11/29/13,181.32,181.75,180.8,181,55.871M
11/27/13,180.87,181.24,180.65,181.12,58.8M
11/26/13,180.72,181.22,180.405,180.68,86.994M
11/25/13,181.13,181.17,180.37,180.63,79.197M
11/22/13,179.98,180.83,179.77,180.81,81.296M
11/21/13,178.97,180.05,178.86,179.91,92.841M
11/20/13,179.39,179.93,177.98,178.47,124.909M
11/19/13,179.33,179.87,178.72,179.03,93.891M
11/18/13,180.35,180.5,179.02,179.42,104.796M
11/15/13,179.56,180.12,179.33,180.05,102.818M
11/14/13,178.54,179.42,178.25,179.27,103.435M
11/13/13,176.09,178.4261,176.09,178.38,103.844M
11/12/13,176.94,177.36,176.37,176.96,83.99M
11/11/13,177.12,177.53,176.91,177.32,62.614M
11/8/13,174.87,177.31,174.85,177.29,136.713M
11/7/13,177.5,177.64,174.76,174.93,157M
11/6/13,177.03,177.5,176.54,177.17,87.348M
11/5/13,176.14,176.75,175.57,176.27,85.825M
11/4/13,176.69,176.9,175.9825,176.83,85.677M
11/1/13,176.02,176.61,175.22,176.21,142.805M
10/31/13,176.15,176.89,175.53,175.79,133.795M
10/30/13,177.38,177.51,175.66,176.29,140.002M
10/29/13,176.63,177.24,176.38,177.17,87.401M
10/28/13,175.89,176.47,175.7,176.23,84.979M
10/25/13,175.51,176,175.17,175.95,93.625M
10/24/13,174.92,175.37,174.51,175.15,70.35M
10/23/13,174.81,174.89,173.96,174.57,105.484M
10/22/13,174.91,175.93,174.4262,175.41,126.663M
10/21/13,174.45,174.75,174.01,174.4,104.104M
10/18/13,173.86,174.51,173.51,174.388,138.316M
10/17/13,171.37,173.32,171.34,173.22,129.389M
10/16/13,170.72,172.16,170.635,172.07,161.676M
10/15/13,170.51,171.15,169.47,169.7,155.485M
10/14/13,169.21,171.08,169.08,170.94,112.106M
10/11/13,168.91,170.32,168.77,170.26,105.04M
10/10/13,167.29,169.26,167.23,169.17,195.955M
10/9/13,165.8,166.2,164.53,165.6,168.973M
10/8/13,167.4,167.62,165.36,165.48,178.015M
10/7/13,167.42,168.45,167.25,167.43,96.295M
10/4/13,167.75,169.06,167.53,168.89,96.878M
10/3/13,168.79,168.94,166.84,167.62,176.698M
10/2/13,168.35,169.3422,167.83,169.18,113.35M
10/1/13,168.14,169.5,167.9671,169.34,127.16M
9/30/13,167.48,168.54,167.15,168.01,143.937M
9/27/13,168.84,169.14,168.47,168.909,99.142M
9/26/13,169.32,170.17,169.05,169.69,77.147M
9/25/13,169.64,169.98,168.89,169.04,117.306M
9/24/13,169.9,170.53,169.21,169.53,106.333M
9/23/13,170.49,170.65,169.39,169.93,104.616M
9/20/13,172.33,172.33,170.58,170.72,132.868M
9/19/13,173.52,173.6,172.585,172.76,146.617M
9/18/13,171.01,173.52,170.58,173.051,203.461M
9/17/13,170.46,171.11,170.46,171.07,82.523M
9/16/13,171.16,171.24,170.04,170.31,126.187M
9/13/13,169.13,169.46,168.74,169.33,72.728M
9/12/13,169.34,169.56,168.72,168.95,83.209M
9/11/13,168.64,169.4,168.35,169.4,94.546M
9/10/13,168.64,168.9,168.26,168.87,105.848M
9/9/13,166.45,167.73,166.45,167.634,87.559M
9/6/13,166.51,166.98,164.48,166.04,159.756M
9/5/13,165.85,166.4,165.73,165.96,63.09M
9/4/13,164.43,166.03,164.135,165.75,97.389M
9/3/13,165.23,165.58,163.7,164.39,142.375M
8/30/13,164.51,164.53,163.17,163.65,134.929M
8/29/13,163.55,165.04,163.4,164.17,119.2M
8/28/13,163.26,164.49,163.05,163.91,108.113M
8/27/13,164.36,166.0024,163.21,163.33,158.622M
8/26/13,166.79,167.3,165.89,166,89.705M
8/23/13,166.55,166.83,165.77,166.62,90.894M
8/22/13,164.9,166.3,164.89,166.06,101.471M
8/21/13,165.12,166.03,164.19,164.56,159.53M
8/20/13,165.04,166.2,164.86,165.58,89.294M
8/19/13,165.64,166.21,164.76,164.77,96.438M
8/16/13,166.06,166.63,165.5,165.83,130.868M
8/15/13,167.41,167.43,166.09,166.38,152.932M
8/14/13,169.53,169.8,168.7,168.74,79.829M
8/13/13,169.41,169.9,168.41,169.61,80.806M
8/12/13,168.46,169.31,168.38,169.111,68.593M
8/9/13,169.58,170.1,168.72,169.31,91.856M
8/8/13,169.98,170.18,168.93,169.8,102.181M
8/7/13,169.19,169.43,168.55,169.18,84.855M
8/6/13,170.37,170.7402,169.35,169.73,87.495M
8/5/13,170.57,170.96,170.35,170.7,54.073M
8/2/13,170.28,170.9725,170.05,170.95,91.117M
8/1/13,169.99,170.81,169.9,170.66,110.438M
7/31/13,168.94,169.85,168.49,168.71,142.389M
7/30/13,169.1,169.28,168.19,168.588,85.217M
7/29/13,168.68,169.06,168.11,168.59,79.845M
7/26/13,168.22,169.16,167.52,169.11,107.815M
7/25/13,168.22,169.08,167.94,168.93,111.157M
7/24/13,169.79,169.86,168.18,168.52,112.914M
7/23/13,169.8,169.83,169.05,169.14,80.83M
7/22/13,169.41,169.74,169.01,169.5,79.429M
7/19/13,168.52,169.23,168.31,169.17,103.832M
7/18/13,168.31,169.27,168.2,168.87,103.62M
7/17/13,168.16,168.48,167.73,167.9501,92.874M
7/16/13,168.26,168.36,167.07,167.525,88.702M
7/15/13,167.97,168.39,167.68,168.155,69.451M
7/12/13,167.39,167.9332,167.13,167.51,104.213M
7/11/13,167.11,167.61,165.1774,167.44,135.592M
7/10/13,164.97,165.75,164.63,165.192,121.41M
7/9/13,164.98,165.33,164.27,165.13,119.298M
7/8/13,163.86,164.39,163.0838,163.945,108.092M
7/5/13,162.47,163.08,161.3,163.02,122.417M
7/3/13,160.48,161.77,160.22,161.28,75.216M
7/2/13,161.12,162.3,160.5,161.21,154.864M
7/1/13,161.26,162.48,161.08,161.36,131.955M
6/28/13,160.63,161.4,159.86,160.42,160.403M
6/27/13,161.1,161.82,160.95,161.08,129.484M
6/26/13,159.87,160.5,159.25,160.14,134.848M
6/25/13,158.48,160.1,157.42,158.575,162.262M
6/24/13,157.41,158.43,155.73,157.06,222.335M
6/21/13,159.64,159.76,157.47,159.07,271.957M
6/20/13,161.86,163.4668,158.98,159.4,321.256M
6/19/13,165.6,165.89,163.38,163.45,206.149M
6/18/13,164.53,165.99,164.52,165.735,114.696M
6/17/13,164.29,165.22,163.2192,164.44,136.296M
6/14/13,164.03,164.67,162.91,163.175,141.197M
6/13/13,161.66,164.5,161.3,164.21,163.588M
6/12/13,164.22,164.39,161.6,161.75,177.364M
6/11/13,163.3,164.54,162.739,163.098,159.505M
6/10/13,165.31,165.4,164.37,164.8,105.667M
6/7/13,163.85,164.95,163.14,164.8,188.338M
6/6/13,161.2,162.74,160.25,162.73,200.225M
6/5/13,163.09,163.42,161.13,161.272,211.738M
6/4/13,164.44,165.1,162.73,163.56,157.631M
6/3/13,163.83,164.46,162.6599,164.35,168.391M
5/31/13,165.37,166.31,163.13,163.445,176.85M
5/30/13,165.35,166.59,165.22,165.83,107.794M
5/29/13,165.42,165.8,164.34,165.22,160.363M
5/28/13,167.04,167.78,165.81,166.3,143.68M
5/24/13,164.47,165.3805,163.98,165.308,151.574M
5/23/13,164.16,165.91,163.94,165.45,211.064M
5/22/13,167.34,169.07,165.17,165.93,244.032M
5/21/13,167.08,167.8,166.5,167.17,95.804M
5/20/13,166.78,167.58,166.61,166.93,85.071M
5/17/13,165.95,167.04,165.73,166.94,129.801M
5/16/13,165.78,166.36,165.09,165.34,109.914M
5/15/13,164.96,166.45,164.91,166.115,120.718M
5/14/13,163.67,165.35,163.67,165.23,119.001M
5/13/13,163.2,163.81,162.82,163.54,81.843M
5/10/13,162.99,163.5498,162.51,163.41,103.203M
5/9/13,163.27,163.7,162.47,162.881,106.739M
5/8/13,162.42,163.39,162.33,163.34,97.419M
5/7/13,162.13,162.65,161.67,162.5999,90.359M
5/6/13,161.49,162.01,161.42,161.78,66.882M
5/3/13,161.14,161.88,159.782,161.368,144.202M
5/2/13,158.68,159.89,158.53,159.75,96.408M
5/1/13,159.33,159.41,158.1,158.28,138.874M
4/30/13,159.27,159.72,158.61,159.68,116.011M
4/29/13,158.67,159.65,158.42,159.3,88.573M
4/26/13,158.33,158.6,157.73,158.24,95.919M
4/25/13,158.34,159.27,158.1,158.52,131.061M
4/24/13,157.83,158.3,157.54,157.88,96.781M
4/23/13,156.95,157.93,156.17,157.78,166.141M
4/22/13,155.78,156.54,154.75,156.17,106.553M
4/19/13,154.5,155.55,154.12,155.48,149.688M
4/18/13,155.37,155.41,153.55,154.14,167.583M
4/17/13,156.29,156.32,154.28,155.11,226.835M
4/16/13,156.29,157.49,155.91,157.41,147.508M
4/15/13,158,158.13,155.1,155.118,217.259M
4/12/13,158.68,159.04,157.92,158.8,116.36M
4/11/13,158.7,159.71,158.54,159.19,110.142M
4/10/13,157.17,158.87,157.13,158.67,135.711M
4/9/13,156.5,157.32,155.98,156.75,101.922M
4/8/13,155.27,156.22,154.75,156.21,86.571M
4/5/13,153.95,155.35,153.77,155.158,159.666M
4/4/13,155.43,156.17,155.09,155.86,131.885M
4/3/13,156.91,157.03,154.82,155.23,154.167M
4/2/13,156.61,157.21,156.37,156.82,101.504M
4/1/13,156.59,156.91,155.67,156.05,99.194M
3/28/13,156.09,156.85,155.75,156.67,102.933M
3/27/13,155.26,156.245,155,156.19,99.951M
3/26/13,155.59,156.23,155.42,156.19,86.857M
3/25/13,156.01,156.27,154.35,154.95,151.322M
3/22/13,154.85,155.6,154.73,155.6,111.164M
3/21/13,154.76,155.6389,154.1,154.359,128.605M
3/20/13,155.52,155.95,155.26,155.69,113.759M
3/19/13,155.3,155.51,153.59,154.61,167.567M
3/18/13,154.34,155.64,154.2,154.97,126.704M
3/15/13,155.85,156.04,155.31,155.83,138.601M
3/14/13,156.31,156.8,155.9078,156.73,126.33M
3/13/13,155.76,156.12,155.23,155.905,92.551M
3/12/13,155.92,156.1,155.21,155.68,105.756M
3/11/13,155.325,156.04,155.13,156.03,83.747M
3/8/13,155.46,155.65,154.66,155.44,123.488M
3/7/13,154.7,154.98,154.52,154.776,86.101M
3/6/13,154.84,154.92,154.16,154.5,94.47M
3/5/13,153.66,154.7,153.64,154.29,121.663M
3/4/13,151.76,152.92,151.52,152.92,99.01M
3/1/13,151.09,152.34,150.41,152.11,170.635M
2/28/13,151.9,152.87,151.41,151.61,126.866M
2/27/13,149.89,152.33,149.76,151.91,150.782M
2/26/13,149.72,150.2,148.73,150.02,186.596M
2/25/13,152.63,152.86,149,149,245.825M
2/22/13,151.15,151.89,150.4913,151.89,106.357M
2/21/13,150.96,151.4218,149.94,150.42,183.257M
2/20/13,153.14,153.19,151.26,151.34,160.575M
2/19/13,152.37,153.28,152.1629,153.25,95.105M
2/15/13,152.43,152.59,151.55,152.11,215.226M
2/14/13,151.69,152.47,151.52,152.29,80.834M
2/13/13,152.33,152.61,151.72,152.151,82.323M
2/12/13,151.78,152.3,151.61,152.02,65.393M
2/11/13,151.74,151.9,151.3938,151.77,73.775M
2/8/13,151.22,151.89,151.22,151.8,103.134M
2/7/13,151.205,151.35,149.86,150.96,162.49M
2/6/13,150.52,151.26,150.41,151.16,138.763M
2/5/13,150.35,151.48,150.29,151.05,113.912M
2/4/13,150.32,151.2679,149.43,149.535,159.074M
2/1/13,150.65,151.42,150.39,151.24,131.173M
1/31/13,149.89,150.38,149.6,149.7,108.976M
1/30/13,150.64,150.94,149.93,150.07,137.448M
1/29/13,149.77,150.85,149.67,150.66,105.694M
1/28/13,150.29,150.33,149.51,150.07,113.358M
1/25/13,149.88,150.25,149.3726,150.25,147.216M
1/24/13,149.15,150.14,149.01,149.41,146.426M
1/23/13,149.13,149.5,148.86,149.37,104.596M
1/22/13,148.33,149.13,147.98,149.13,111.797M
1/18/13,147.97,148.49,147.43,148.33,169.906M
1/17/13,147.7,148.42,147.1446,148,133.833M
1/16/13,146.77,147.28,146.61,147.05,104.849M
1/15/13,146.29,147.21,146.2,147.07,93.173M
1/14/13,146.89,147.07,146.43,146.97,89.567M
1/11/13,147.04,147.15,146.61,147.07,113.917M
1/10/13,146.73,147.09,145.97,147.08,130.735M
1/9/13,145.87,146.32,145.64,145.92,90.746M
1/8/13,145.71,145.91,144.98,145.5496,121.265M
1/7/13,145.85,146.4442,145.43,145.9695,110.002M
1/4/13,145.97,146.61,145.67,146.37,116.818M
1/3/13,145.99,146.37,145.34,145.7341,144.762M
1/2/13,145.11,146.15,144.73,146.06,192.059M
12/31/12,139.66,142.56,139.54,142.41,243.952M
12/28/12,140.64,141.42,139.87,140.03,148.807M
12/27/12,141.79,142.08,139.92,141.5616,167.921M
12/26/12,142.64,142.71,141.35,141.75,106.948M
12/24/12,142.48,142.56,142.19,142.35,53.875M
12/21/12,142.17,144.0881,141.94,142.79,245.884M
12/20/12,144.38,145.14,143.98,145.12,168.487M
12/19/12,145.53,145.58,144.24,144.29,150.895M
12/18/12,144,145.5,143.79,145.37,177.763M
12/17/12,142.47,143.85,142.43,143.77,143.736M
12/14/12,142.32,142.58,141.88,142.1051,137.702M
12/13/12,143.42,143.83,142.275,142.63,135.715M
12/12/12,144,144.55,143.31,143.51,145.88M
12/11/12,143.06,144.11,142.99,143.44,152.57M
12/10/12,142.21,142.81,142.15,142.473,98.841M
12/7/12,142.53,142.69,141.67,142.415,108.726M
12/6/12,141.37,142.04,141.16,141.98,103.221M
12/5/12,141.37,142.16,140.37,141.5,147.3M
12/4/12,141.44,141.87,140.87,141.25,127.623M
12/3/12,142.8,142.92,141.34,141.45,124.656M
11/30/12,142.14,142.42,141.66,142.155,136.568M
11/29/12,141.99,142.51,141.37,142.12,151.086M
11/28/12,139.76,141.54,139,141.46,177.086M
11/27/12,140.91,141.39,140.24,140.33,128.646M
11/26/12,140.65,141.3563,140.19,141.05,100.124M
11/23/12,140.13,141.4,140.04,141.35,65.409M
11/21/12,139.31,139.57,139.03,139.45,81.711M
11/20/12,138.91,139.42,138.08,139.19,119.807M
11/19/12,137.9,139.15,136.4057,139.13,151.496M
11/16/12,135.9,136.64,134.7,136.37,239.484M
11/15/12,135.98,136.4901,135.18,135.7,178.128M
11/14/12,138.21,138.43,135.62,135.9299,191.505M
11/13/12,137.54,139.25,137.36,137.79,123.018M
11/12/12,138.59,138.81,137.96,138.265,97.677M
11/9/12,137.62,139.44,137.55,138.16,201.055M
11/8/12,139.7,140.41,137.93,138.04,181.517M
11/7/12,141.66,141.68,139.06,139.72,264.304M
11/6/12,142.28,143.52,142.13,142.96,107.068M
11/5/12,141.35,142.17,140.93,141.8486,98.378M
11/2/12,143.68,143.72,141.41,141.56,137.702M
11/1/12,141.65,143.01,141.52,142.83,100.996M
10/31/12,141.85,142.03,140.68,141.35,103.438M
10/26/12,141.3,141.84,140.39,141.35,146.023M
10/25/12,142.02,142.28,140.57,141.43,134.457M
10/24/12,141.93,142.1,140.8,141.02,120.179M
10/23/12,141.86,142.06,140.83,141.42,192.056M
10/22/12,143.15,143.67,142.28,143.41,125.579M
10/19/12,145.55,145.56,143.05,143.3896,185.645M
10/18/12,145.82,146.52,145.33,145.82,148.108M
10/17/12,145.64,146.32,145.42,146.2,128.834M
10/16/12,144.76,145.64,144.66,145.54,108.815M
10/15/12,143.23,144.23,142.77,144.08,107.689M
10/12/12,143.46,143.95,142.58,142.89,124.182M
10/11/12,144.28,144.49,143.327,143.36,123.601M
10/10/12,144.18,144.32,143.09,143.28,124.247M
10/9/12,145.53,145.65,144.15,144.2,148.873M
10/8/12,145.6,146.1231,145.31,145.642,78.416M
10/5/12,146.91,147.16,145.7,146.14,124.842M
10/4/12,145.64,146.34,145.44,146.125,124.312M
10/3/12,144.89,145.43,144.13,145.09,121.283M
10/2/12,144.92,145.15,143.83,144.5,113.422M
10/1/12,144.52,145.69,144.0082,144.345,135.911M
9/28/12,144.09,144.56,143.46,143.97,150.696M
9/27/12,143.89,144.97,143.51,144.64,111.83M
9/26/12,144.065,144.11,142.95,143.295,146.502M
9/25/12,145.96,146.24,144.06,144.1,133.165M
9/24/12,145.15,145.98,145.04,145.645,95.682M
9/21/12,146.64,146.67,145.81,145.87,108.737M
9/20/12,146.03,146.79,145.63,146.71,154.01M
9/19/12,146.79,147.17,146.41,146.7,128.318M
9/18/12,146.49,146.81,146.25,146.62,98.327M
9/17/12,146.94,147.19,146.37,146.74,119.428M
9/14/12,146.88,148.11,146.76,147.24,169.777M
9/13/12,144.37,147.04,143.99,146.59,225.47M
9/12/12,144.39,144.55,143.9,144.39,87.641M
9/11/12,143.6,144.37,143.56,143.91,88.76M
9/10/12,144.19,144.44,143.46,143.51,86.458M
9/7/12,144.01,144.39,143.88,144.33,107.272M
9/6/12,141.76,143.78,141.75,143.77,158.272M
9/5/12,141.09,141.47,140.63,140.91,100.66M
9/4/12,141.04,141.46,140.13,141.03,120.226M
8/31/12,141.29,141.82,140.36,141.16,151.97M
8/30/12,140.9,140.94,140.19,140.49,96.59M
8/29/12,141.52,141.89,141.12,141.51,65.421M
8/28/12,141.18,141.84,140.97,141.4,75.69M
8/27/12,141.89,142.08,141.34,141.54,68.786M
8/24/12,140.31,141.83,140.22,141.51,99.481M
8/23/12,141.47,141.48,140.44,140.665,111.466M
8/22/12,141.4,142.05,141.07,141.82,133.243M
8/21/12,142.54,143.09,141.45,141.76,105.581M
8/20/12,141.98,142.22,141.59,142.19,78.256M
8/17/12,142.23,142.3,141.86,142.18,90.814M
8/16/12,141.15,142.16,140.8,141.99,112.014M
8/15/12,140.64,141.19,140.55,140.95,71.086M
8/14/12,141.29,141.38,140.37,140.79,102.379M
8/13/12,140.6,140.84,140.04,140.77,79.427M
8/10/12,140.04,140.89,139.81,140.84,99.793M
8/9/12,140.29,140.89,140.15,140.61,90.292M
8/8/12,139.85,140.65,139.81,140.49,89.755M
8/7/12,140.18,140.92,140.03,140.32,109.545M
8/6/12,139.72,140.17,139.56,139.62,86.328M
8/3/12,138.56,139.64,136.6794,139.349,157.825M
